year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,group
2013,12,17,745,748,-3,1131,1108,23,UA,327,N408UA,EWR,PDX,353,2434,7,48,2013-12-17T12:00:00Z,2
2013,12,17,754,725,29,1038,1002,36,B6,677,N306JB,JFK,JAX,128,828,7,25,2013-12-17T12:00:00Z,2
2013,12,17,754,759,-5,1112,1034,38,DL,2457,N314NB,LGA,MSY,186,1183,7,59,2013-12-17T12:00:00Z,2
2013,12,17,759,800,-1,1009,954,15,9E,2932,N934XJ,JFK,RDU,78,427,8,0,2013-12-17T13:00:00Z,2
2013,12,17,802,805,-3,1110,1111,-1,DL,2017,N308DE,JFK,TPA,152,1005,8,5,2013-12-17T13:00:00Z,2
2013,12,17,817,820,-3,1034,1021,13,US,409,N647AW,EWR,CLT,90,529,8,20,2013-12-17T13:00:00Z,2
2013,12,17,824,800,24,1210,1142,28,UA,397,N587UA,JFK,SFO,342,2586,8,0,2013-12-17T13:00:00Z,2
2013,12,17,851,855,-4,1126,1100,26,MQ,3478,N839MQ,LGA,DTW,89,502,8,55,2013-12-17T13:00:00Z,2
2013,12,17,854,859,-5,1210,1143,27,DL,1747,N3762Y,LGA,ATL,119,762,8,59,2013-12-17T13:00:00Z,2
2013,12,17,856,900,-4,1144,1133,11,DL,651,N782NC,EWR,ATL,118,746,9,0,2013-12-17T14:00:00Z,2
2013,12,17,858,900,-2,1225,1227,-2,DL,422,N710TW,JFK,LAX,336,2475,9,0,2013-12-17T14:00:00Z,2
2013,12,17,924,905,19,1113,1024,49,B6,208,N187JB,JFK,PWM,48,273,9,5,2013-12-17T14:00:00Z,2
2013,12,17,946,950,-4,1150,1123,27,FL,160,N915AT,LGA,CAK,68,397,9,50,2013-12-17T14:00:00Z,2
2013,12,17,956,1005,-9,1214,1219,-5,DL,2319,N378NW,LGA,MSP,140,1020,10,5,2013-12-17T15:00:00Z,2
2013,12,17,1007,947,20,1520,1430,50,B6,403,N588JB,JFK,SJU,204,1598,9,47,2013-12-17T14:00:00Z,2
2013,12,17,1026,1005,21,1246,1212,34,US,1711,N730US,LGA,CLT,94,544,10,5,2013-12-17T15:00:00Z,2
2013,12,17,1034,1035,-1,1418,1405,13,VX,23,N640VA,JFK,SFO,352,2586,10,35,2013-12-17T15:00:00Z,2
2013,12,17,1048,1059,-11,1255,1258,-3,DL,1869,N332NB,LGA,DTW,81,502,10,59,2013-12-17T15:00:00Z,2
2013,12,17,1056,1100,-4,1416,1411,5,DL,499,N948DL,JFK,FLL,168,1069,11,0,2013-12-17T16:00:00Z,2
2013,12,17,1114,945,89,1305,1123,102,9E,4274,N298PQ,LGA,MKE,113,738,9,45,2013-12-17T14:00:00Z,2
2013,12,17,1145,1150,-5,1409,1419,-10,UA,565,N427UA,EWR,DEN,221,1605,11,50,2013-12-17T16:00:00Z,2
2013,12,17,1154,1200,-6,1535,1526,9,UA,766,N512UA,JFK,SFO,359,2586,12,0,2013-12-17T17:00:00Z,2
2013,12,17,1154,1150,4,1517,1439,38,UA,1180,N17133,EWR,MCO,147,937,11,50,2013-12-17T16:00:00Z,2
2013,12,17,1201,1140,21,1543,1455,48,AA,388,N3EDAA,LGA,MIA,160,1096,11,40,2013-12-17T16:00:00Z,2
2013,12,17,1208,1145,23,1418,1315,63,WN,172,N246LV,LGA,MDW,112,725,11,45,2013-12-17T16:00:00Z,2
2013,12,17,1215,1210,5,1552,1520,32,AA,1143,N3DGAA,LGA,DFW,198,1389,12,10,2013-12-17T17:00:00Z,2
2013,12,17,1223,1200,23,1408,1308,60,B6,316,N229JB,JFK,SYR,44,209,12,0,2013-12-17T17:00:00Z,2
2013,12,17,1234,1232,2,1432,1338,54,UA,252,N851UA,EWR,BOS,73,200,12,32,2013-12-17T17:00:00Z,2
2013,12,17,1314,1300,14,1602,1528,34,DL,1163,N342NB,EWR,ATL,119,746,13,0,2013-12-17T18:00:00Z,2
2013,12,17,1320,1205,75,1512,1350,82,MQ,3404,N526MQ,LGA,RDU,72,431,12,5,2013-12-17T17:00:00Z,2
2013,12,17,1329,1300,29,1457,1439,18,UA,1198,N13750,LGA,ORD,113,733,13,0,2013-12-17T18:00:00Z,2
2013,12,17,1336,1251,45,1726,1630,56,UA,998,N442UA,EWR,PHX,302,2133,12,51,2013-12-17T17:00:00Z,2
2013,12,17,1410,1400,10,1710,1710,0,UA,1200,N75433,EWR,SAN,321,2425,14,0,2013-12-17T19:00:00Z,2
2013,12,17,1410,1300,70,1535,1410,85,US,2148,N953UW,LGA,BOS,36,184,13,0,2013-12-17T18:00:00Z,2
2013,12,17,1424,1320,64,1726,1520,126,MQ,2789,N535MQ,LGA,CLT,97,544,13,20,2013-12-17T18:00:00Z,2
2013,12,17,1440,1441,-1,1656,1631,25,EV,4596,N13553,EWR,STL,142,872,14,41,2013-12-17T19:00:00Z,2
2013,12,17,1458,1459,-1,1648,1635,13,9E,2913,N935XJ,JFK,DCA,61,213,14,59,2013-12-17T19:00:00Z,2
2013,12,17,1507,1446,21,1825,1753,32,B6,325,N580JB,JFK,TPA,161,1005,14,46,2013-12-17T19:00:00Z,2
2013,12,17,1507,1455,12,1814,1736,38,B6,477,N520JB,JFK,JAX,134,828,14,55,2013-12-17T19:00:00Z,2
2013,12,17,1512,1415,57,1744,1638,66,DL,673,N933AT,EWR,ATL,121,746,14,15,2013-12-17T19:00:00Z,2
2013,12,17,1531,1440,51,1815,1644,91,DL,1231,N956DL,LGA,DTW,82,502,14,40,2013-12-17T19:00:00Z,2
2013,12,17,1539,1529,10,1804,1635,89,UA,363,N804UA,EWR,BOS,56,200,15,29,2013-12-17T20:00:00Z,2
2013,12,17,1546,1515,31,1912,1838,34,DL,419,N704X,JFK,SEA,352,2422,15,15,2013-12-17T20:00:00Z,2
2013,12,17,1558,1522,36,1937,1843,54,UA,342,N513UA,EWR,SFO,344,2565,15,22,2013-12-17T20:00:00Z,2
2013,12,17,1612,1535,37,1953,1857,56,B6,1729,N323JB,JFK,RSW,173,1074,15,35,2013-12-17T20:00:00Z,2
2013,12,17,1629,1625,4,1958,1943,15,DL,2595,N396DA,JFK,PDX,360,2454,16,25,2013-12-17T21:00:00Z,2
2013,12,17,1648,1645,3,2030,1926,64,DL,884,N314NB,LGA,DEN,247,1620,16,45,2013-12-17T21:00:00Z,2
2013,12,17,1650,1630,20,2201,2130,31,AA,95,N633AA,JFK,SJU,202,1598,16,30,2013-12-17T21:00:00Z,2
2013,12,17,1657,1545,72,2039,1920,79,AA,133,N336AA,JFK,LAX,352,2475,15,45,2013-12-17T20:00:00Z,2
2013,12,17,1714,1515,119,1909,1643,146,EV,5302,N615QX,LGA,SYR,39,198,15,15,2013-12-17T20:00:00Z,2
2013,12,17,1733,1630,63,2218,2010,128,VX,27,N633VA,JFK,SFO,369,2586,16,30,2013-12-17T21:00:00Z,2
2013,12,17,1741,1710,31,2135,2047,48,B6,415,N705JB,JFK,SFO,358,2586,17,10,2013-12-17T22:00:00Z,2
2013,12,17,1751,1725,26,2108,2047,21,UA,237,N851UA,EWR,PDX,350,2434,17,25,2013-12-17T22:00:00Z,2
2013,12,17,1804,1740,24,2157,2118,39,B6,135,N768JB,JFK,PHX,299,2153,17,40,2013-12-17T22:00:00Z,2
2013,12,17,1812,1815,-3,2029,2055,-26,WN,3691,N295WN,EWR,MSY,171,1167,18,15,2013-12-17T23:00:00Z,2
2013,12,17,1815,1820,-5,2211,2145,26,AA,119,N3GAAA,EWR,LAX,341,2454,18,20,2013-12-17T23:00:00Z,2
2013,12,17,1825,1647,98,2033,1849,104,DL,1518,N981AT,EWR,DTW,80,488,16,47,2013-12-17T21:00:00Z,2
2013,12,17,1834,1632,122,2052,1854,118,EV,4294,N14573,EWR,SAV,118,708,16,32,2013-12-17T21:00:00Z,2
2013,12,17,1900,1545,195,2146,1905,161,WN,2806,N499WN,LGA,HOU,200,1428,15,45,2013-12-17T20:00:00Z,2
2013,12,17,1906,1912,-6,2041,2048,-7,9E,2958,N8891A,JFK,ORF,50,290,19,12,2013-12-18T00:00:00Z,2
2013,12,17,1921,1900,21,2309,2215,54,AA,21,N328AA,JFK,LAX,329,2475,19,0,2013-12-18T00:00:00Z,2
2013,12,17,1933,1905,28,2108,2035,33,EV,4191,N25134,EWR,BNA,121,748,19,5,2013-12-18T00:00:00Z,2
2013,12,17,1951,1847,64,2332,2207,85,B6,263,N703JB,JFK,SEA,353,2422,18,47,2013-12-17T23:00:00Z,2
2013,12,17,2000,1930,30,2232,2206,26,9E,2925,N917XJ,JFK,MSY,166,1182,19,30,2013-12-18T00:00:00Z,2
2013,12,17,2005,1930,35,2224,2052,92,9E,2959,N8828D,JFK,SYR,42,209,19,30,2013-12-18T00:00:00Z,2
2013,12,17,2010,1932,38,130,28,62,B6,803,N568JB,JFK,SJU,207,1598,19,32,2013-12-18T00:00:00Z,2
2013,12,17,2014,1925,49,2331,2245,46,AA,2437,N3EDAA,LGA,MIA,156,1096,19,25,2013-12-18T00:00:00Z,2
2013,12,17,2028,1725,183,2217,1915,182,WN,3069,N795SW,EWR,STL,128,872,17,25,2013-12-17T22:00:00Z,2
2013,12,17,2029,1825,124,2336,2120,136,B6,543,N570JB,EWR,PBI,151,1023,18,25,2013-12-17T23:00:00Z,2
2013,12,17,2048,2046,2,2311,2224,47,EV,4106,N14570,EWR,GSO,72,445,20,46,2013-12-18T01:00:00Z,2
2013,12,17,2059,1905,114,2346,2106,160,EV,4511,N12967,EWR,CLT,92,529,19,5,2013-12-18T00:00:00Z,2
2013,12,17,2108,1755,193,3,2049,194,B6,299,N779JB,LGA,MCO,140,950,17,55,2013-12-17T22:00:00Z,2
2013,12,17,2136,2040,56,27,2311,76,EV,4512,N23139,EWR,MSY,177,1167,20,40,2013-12-18T01:00:00Z,2
2013,12,17,2136,1930,126,2247,2049,118,EV,5769,N825AS,LGA,IAD,48,229,19,30,2013-12-18T00:00:00Z,2
2013,12,17,2157,2050,67,13,2208,125,DL,2599,N981DL,JFK,BOS,40,187,20,50,2013-12-18T01:00:00Z,2
2013,12,17,2201,2100,61,2329,2206,83,UA,994,N453UA,EWR,BOS,39,200,21,0,2013-12-18T02:00:00Z,2
2013,12,17,2210,2025,105,2344,2205,99,AA,371,N4WVAA,LGA,ORD,108,733,20,25,2013-12-18T01:00:00Z,2
2013,12,17,2210,2123,47,54,2352,62,B6,97,N520JB,JFK,DEN,235,1626,21,23,2013-12-18T02:00:00Z,2
2013,12,17,2212,2009,123,48,2255,113,EV,4204,N14162,EWR,OKC,191,1325,20,9,2013-12-18T01:00:00Z,2
2013,12,17,2300,2145,75,200,33,87,B6,705,N373JB,EWR,FLL,154,1065,21,45,2013-12-18T02:00:00Z,2
2013,12,17,2313,2245,28,56,2353,63,B6,108,N190JB,JFK,PWM,47,273,22,45,2013-12-18T03:00:00Z,2
2013,12,17,2315,2059,136,134,2314,140,MQ,3473,N501MQ,LGA,ATL,109,762,20,59,2013-12-18T01:00:00Z,2
2013,12,17,NA,1625,NA,NA,1754,NA,9E,2904,NA,JFK,BOS,NA,187,16,25,2013-12-17T21:00:00Z,2
2013,12,17,NA,1238,NA,NA,1440,NA,9E,3311,NA,EWR,DTW,NA,488,12,38,2013-12-17T17:00:00Z,2
2013,12,17,NA,1930,NA,NA,2235,NA,AA,1691,N489AA,EWR,DFW,NA,1372,19,30,2013-12-18T00:00:00Z,2
2013,12,17,NA,2000,NA,NA,2110,NA,AA,2314,N3BAAA,JFK,BOS,NA,187,20,0,2013-12-18T01:00:00Z,2
2013,12,17,NA,1859,NA,NA,2150,NA,B6,327,N592JB,EWR,MCO,NA,937,18,59,2013-12-17T23:00:00Z,2
2013,12,17,NA,2015,NA,NA,2126,NA,B6,418,N294JB,JFK,BOS,NA,187,20,15,2013-12-18T01:00:00Z,2
2013,12,17,NA,1629,NA,NA,1932,NA,B6,1161,N796JB,LGA,PBI,NA,1035,16,29,2013-12-17T21:00:00Z,2
2013,12,17,NA,841,NA,NA,1003,NA,EV,3815,N16918,EWR,ROC,NA,246,8,41,2013-12-17T13:00:00Z,2
2013,12,17,NA,2029,NA,NA,2251,NA,EV,4085,N12172,EWR,OMA,NA,1134,20,29,2013-12-18T01:00:00Z,2
2013,12,17,NA,829,NA,NA,1039,NA,EV,4536,N16911,EWR,CVG,NA,569,8,29,2013-12-17T13:00:00Z,2
2013,12,17,NA,1223,NA,NA,1351,NA,EV,5795,N14570,EWR,PIT,NA,319,12,23,2013-12-17T17:00:00Z,2
2013,12,17,NA,1815,NA,NA,2005,NA,MQ,2839,N510MQ,LGA,STL,NA,888,18,15,2013-12-17T23:00:00Z,2
2013,12,17,NA,1005,NA,NA,1155,NA,MQ,3572,N832MQ,LGA,CLE,NA,419,10,5,2013-12-17T15:00:00Z,2
2013,12,17,NA,1625,NA,NA,1755,NA,MQ,3748,N518MQ,EWR,ORD,NA,719,16,25,2013-12-17T21:00:00Z,2
2013,12,17,NA,2000,NA,NA,2115,NA,US,2162,NA,LGA,BOS,NA,184,20,0,2013-12-18T01:00:00Z,2
2013,12,18,554,559,-5,728,718,10,EV,6177,N11189,EWR,IAD,50,212,5,59,2013-12-18T10:00:00Z,2
2013,12,18,608,605,3,743,730,13,WN,485,N379SW,EWR,MDW,114,711,6,5,2013-12-18T11:00:00Z,2
2013,12,18,614,614,0,814,800,14,EV,4334,N12924,EWR,CMH,79,463,6,14,2013-12-18T11:00:00Z,2
2013,12,18,615,603,12,844,800,44,EV,5388,N718EV,EWR,DTW,79,488,6,3,2013-12-18T11:00:00Z,2
2013,12,18,616,600,16,846,915,-29,AA,1103,N3JDAA,LGA,DFW,192,1389,6,0,2013-12-18T11:00:00Z,2
2013,12,18,620,625,-5,753,735,18,B6,2180,N375JB,EWR,BOS,44,200,6,25,2013-12-18T11:00:00Z,2
2013,12,18,621,610,11,917,915,2,AA,1205,N617AA,EWR,MIA,147,1085,6,10,2013-12-18T11:00:00Z,2
2013,12,18,625,630,-5,923,938,-15,B6,929,N646JB,JFK,RSW,156,1074,6,30,2013-12-18T11:00:00Z,2
2013,12,18,627,630,-3,824,830,-6,MQ,2810,N531MQ,LGA,DTW,81,502,6,30,2013-12-18T11:00:00Z,2
2013,12,18,647,630,17,930,935,-5,UA,1454,N25705,LGA,IAH,196,1416,6,30,2013-12-18T11:00:00Z,2
2013,12,18,653,700,-7,817,808,9,US,2136,N965UW,LGA,BOS,46,184,7,0,2013-12-18T12:00:00Z,2
2013,12,18,656,659,-3,937,945,-8,DL,1547,N960DL,LGA,ATL,112,762,6,59,2013-12-18T11:00:00Z,2
2013,12,18,657,700,-3,835,837,-2,UA,681,N818UA,EWR,ORD,119,719,7,0,2013-12-18T12:00:00Z,2
2013,12,18,703,700,3,1045,1040,5,DL,430,N706TW,JFK,SFO,360,2586,7,0,2013-12-18T12:00:00Z,2
2013,12,18,705,630,35,938,900,38,DL,575,N767NC,EWR,ATL,107,746,6,30,2013-12-18T11:00:00Z,2
2013,12,18,707,710,-3,849,844,5,EV,4522,N13566,EWR,BNA,110,748,7,10,2013-12-18T12:00:00Z,2
2013,12,18,715,713,2,1006,1028,-22,UA,795,N819UA,EWR,AUS,203,1504,7,13,2013-12-18T12:00:00Z,2
2013,12,18,724,727,-3,943,930,13,EV,4166,N15912,EWR,GSP,94,594,7,27,2013-12-18T12:00:00Z,2
2013,12,18,725,725,0,1000,1002,-2,B6,677,N317JB,JFK,JAX,120,828,7,25,2013-12-18T12:00:00Z,2
2013,12,18,728,730,-2,1030,1040,-10,AA,1381,N596AA,EWR,DFW,195,1372,7,30,2013-12-18T12:00:00Z,2
2013,12,18,736,720,16,1036,1045,-9,AA,1345,N338AA,JFK,MIA,151,1089,7,20,2013-12-18T12:00:00Z,2
2013,12,18,746,745,1,945,933,12,9E,2935,N914XJ,JFK,PIT,65,340,7,45,2013-12-18T12:00:00Z,2
2013,12,18,800,755,5,1058,1110,-12,DL,874,N362NW,LGA,MIA,150,1096,7,55,2013-12-18T12:00:00Z,2
2013,12,18,803,800,3,1106,1115,-9,DL,2190,N928DL,JFK,MIA,145,1089,8,0,2013-12-18T13:00:00Z,2
2013,12,18,806,812,-6,1034,1034,0,EV,4407,N27152,EWR,OMA,176,1134,8,12,2013-12-18T13:00:00Z,2
2013,12,18,808,800,8,1146,1135,11,AA,59,N381AA,JFK,SFO,372,2586,8,0,2013-12-18T13:00:00Z,2
2013,12,18,822,830,-8,1132,1153,-21,UA,443,N505UA,JFK,LAX,330,2475,8,30,2013-12-18T13:00:00Z,2
2013,12,18,835,822,13,1153,1142,11,UA,1626,N38727,EWR,SAN,338,2425,8,22,2013-12-18T13:00:00Z,2
2013,12,18,836,838,-2,1010,951,19,UA,676,N538UA,EWR,BOS,44,200,8,38,2013-12-18T13:00:00Z,2
2013,12,18,858,900,-2,1044,1017,27,B6,2280,N187JB,EWR,BOS,49,200,9,0,2013-12-18T14:00:00Z,2
2013,12,18,858,850,8,1239,1213,26,UA,1581,N38451,EWR,SEA,352,2402,8,50,2013-12-18T13:00:00Z,2
2013,12,18,902,905,-3,1023,1024,-1,B6,208,N329JB,JFK,PWM,54,273,9,5,2013-12-18T14:00:00Z,2
2013,12,18,905,900,5,1103,1036,27,UA,685,N852UA,LGA,ORD,118,733,9,0,2013-12-18T14:00:00Z,2
2013,12,18,920,900,20,1108,1030,38,EV,5220,N752EV,LGA,ROC,51,254,9,0,2013-12-18T14:00:00Z,2
2013,12,18,942,945,-3,1145,1130,15,AA,317,N3DTAA,LGA,ORD,119,733,9,45,2013-12-18T14:00:00Z,2
2013,12,18,959,959,0,1255,1244,11,B6,411,N625JB,JFK,LAS,317,2248,9,59,2013-12-18T14:00:00Z,2
2013,12,18,1026,1027,-1,1140,1156,-16,EV,4129,N13979,EWR,BNA,111,748,10,27,2013-12-18T15:00:00Z,2
2013,12,18,1032,1034,-2,1237,1256,-19,EV,4495,N16170,EWR,SAV,99,708,10,34,2013-12-18T15:00:00Z,2
2013,12,18,1039,1030,9,1326,1333,-7,UA,1711,N36272,EWR,IAH,195,1400,10,30,2013-12-18T15:00:00Z,2
2013,12,18,1115,1105,10,1419,1335,44,WN,1250,N937WN,LGA,DEN,243,1620,11,5,2013-12-18T16:00:00Z,2
2013,12,18,1119,1055,24,1347,1250,57,MQ,3689,N531MQ,LGA,DTW,89,502,10,55,2013-12-18T15:00:00Z,2
2013,12,18,1133,1122,11,1413,1416,-3,UA,1143,N79279,EWR,PBI,139,1023,11,22,2013-12-18T16:00:00Z,2
2013,12,18,1156,1200,-4,1514,1521,-7,DL,423,N703TW,JFK,LAX,345,2475,12,0,2013-12-18T17:00:00Z,2
2013,12,18,1202,1147,15,1508,1457,11,B6,323,N639JB,JFK,LAX,347,2475,11,47,2013-12-18T16:00:00Z,2
2013,12,18,1212,1210,2,1512,1520,-8,AA,1143,N3GGAA,LGA,DFW,200,1389,12,10,2013-12-18T17:00:00Z,2
2013,12,18,1223,1215,8,1437,1445,-8,MQ,3670,N3AEMQ,LGA,ATL,109,762,12,15,2013-12-18T17:00:00Z,2
2013,12,18,1235,1245,-10,1347,1406,-19,EV,5797,N16147,EWR,RIC,54,277,12,45,2013-12-18T17:00:00Z,2
2013,12,18,1235,1200,35,1352,1315,37,US,2179,N709UW,LGA,DCA,44,214,12,0,2013-12-18T17:00:00Z,2
2013,12,18,1242,1205,37,1531,1517,14,DL,1785,N318US,LGA,PBI,133,1035,12,5,2013-12-18T17:00:00Z,2
2013,12,18,1248,1211,37,1453,1427,26,EV,4567,N14186,EWR,MCI,168,1092,12,11,2013-12-18T17:00:00Z,2
2013,12,18,1257,1250,7,1352,1350,2,AA,178,N3EBAA,JFK,BOS,40,187,12,50,2013-12-18T17:00:00Z,2
2013,12,18,1258,1300,-2,1525,1605,-40,AA,300,N491AA,EWR,DFW,190,1372,13,0,2013-12-18T18:00:00Z,2
2013,12,18,1304,1300,4,1510,1528,-18,DL,1163,N309US,EWR,ATL,106,746,13,0,2013-12-18T18:00:00Z,2
2013,12,18,1304,1310,-6,1358,1408,-10,EV,5948,N18114,EWR,ALB,32,143,13,10,2013-12-18T18:00:00Z,2
2013,12,18,1313,1247,26,1633,1614,19,UA,1663,N39423,EWR,SFO,350,2565,12,47,2013-12-18T17:00:00Z,2
2013,12,18,1329,1305,24,1525,1517,8,EV,5207,N752EV,LGA,CLT,83,544,13,5,2013-12-18T18:00:00Z,2
2013,12,18,1331,1314,17,1644,1629,15,B6,1639,N638JB,LGA,RSW,156,1080,13,14,2013-12-18T18:00:00Z,2
2013,12,18,1342,1345,-3,1536,1553,-17,US,1802,N740UW,JFK,CLT,88,541,13,45,2013-12-18T18:00:00Z,2
2013,12,18,1356,1359,-3,1633,1634,-1,DL,2247,N909DL,LGA,ATL,110,762,13,59,2013-12-18T18:00:00Z,2
2013,12,18,1400,1246,74,1634,1538,56,B6,383,N534JB,JFK,MCO,135,944,12,46,2013-12-18T17:00:00Z,2
2013,12,18,1402,1359,3,1702,1714,-12,B6,213,N646JB,JFK,LGB,345,2465,13,59,2013-12-18T18:00:00Z,2
2013,12,18,1439,1444,-5,1608,1605,3,B6,286,N294JB,JFK,ROC,59,264,14,44,2013-12-18T19:00:00Z,2
2013,12,18,1444,1445,-1,1821,1809,12,UA,841,N518UA,JFK,LAX,352,2475,14,45,2013-12-18T19:00:00Z,2
2013,12,18,1454,1455,-1,1756,1820,-24,AA,2297,N3KCAA,LGA,MIA,150,1096,14,55,2013-12-18T19:00:00Z,2
2013,12,18,1502,1500,2,1827,1827,0,UA,1120,N14115,EWR,SFO,363,2565,15,0,2013-12-18T20:00:00Z,2
2013,12,18,1517,1520,-3,1817,1848,-31,DL,1982,N370NB,LGA,MIA,143,1096,15,20,2013-12-18T20:00:00Z,2
2013,12,18,1544,1545,-1,1744,1810,-26,MQ,2963,N638MQ,JFK,CVG,100,589,15,45,2013-12-18T20:00:00Z,2
2013,12,18,1547,1548,-1,1808,1827,-19,DL,1705,N362NW,LGA,MSY,159,1183,15,48,2013-12-18T20:00:00Z,2
2013,12,18,1551,1545,6,1839,1858,-19,DL,1935,N345NB,LGA,TPA,139,1010,15,45,2013-12-18T20:00:00Z,2
2013,12,18,1555,1600,-5,1717,1718,-1,US,2154,N948UW,LGA,BOS,43,184,16,0,2013-12-18T21:00:00Z,2
2013,12,18,1557,1545,12,1900,1905,-5,AA,1156,N3BLAA,LGA,DFW,195,1389,15,45,2013-12-18T20:00:00Z,2
2013,12,18,1602,1500,62,1753,1641,72,UA,1048,N11206,LGA,ORD,121,733,15,0,2013-12-18T20:00:00Z,2
2013,12,18,1603,1603,0,1718,1736,-18,UA,1492,N73283,EWR,ORD,120,719,16,3,2013-12-18T21:00:00Z,2
2013,12,18,1622,1545,37,1930,1905,25,WN,2806,N7746C,LGA,HOU,208,1428,15,45,2013-12-18T20:00:00Z,2
2013,12,18,1626,1625,1,2016,1943,33,DL,2595,N37700,JFK,PDX,373,2454,16,25,2013-12-18T21:00:00Z,2
2013,12,18,1628,1629,-1,1947,1946,1,B6,423,N643JB,JFK,LAX,349,2475,16,29,2013-12-18T21:00:00Z,2
2013,12,18,1633,1203,270,1915,1506,249,UA,488,N854UA,EWR,IAH,197,1400,12,3,2013-12-18T17:00:00Z,2
2013,12,18,1640,1635,5,1831,1825,6,AA,343,N558AA,LGA,ORD,124,733,16,35,2013-12-18T21:00:00Z,2
2013,12,18,1652,1645,7,2015,2010,5,AA,181,N327AA,JFK,LAX,353,2475,16,45,2013-12-18T21:00:00Z,2
2013,12,18,1702,1700,2,1958,1955,3,AA,45,N3HCAA,JFK,LAS,329,2248,17,0,2013-12-18T22:00:00Z,2
2013,12,18,1713,1700,13,1836,1815,21,US,2156,N944UW,LGA,BOS,40,184,17,0,2013-12-18T22:00:00Z,2
2013,12,18,1717,1715,2,2012,2035,-23,AA,291,N3JHAA,JFK,AUS,211,1521,17,15,2013-12-18T22:00:00Z,2
2013,12,18,1728,1725,3,2056,2045,11,VX,169,N622VA,EWR,LAX,353,2454,17,25,2013-12-18T22:00:00Z,2
2013,12,18,1729,1730,-1,1847,1846,1,B6,2580,N178JB,EWR,BOS,44,200,17,30,2013-12-18T22:00:00Z,2
2013,12,18,1743,1725,18,2127,2047,40,UA,237,N807UA,EWR,PDX,379,2434,17,25,2013-12-18T22:00:00Z,2
2013,12,18,1749,1710,39,1957,1910,47,MQ,3530,N845MQ,LGA,DTW,90,502,17,10,2013-12-18T22:00:00Z,2
2013,12,18,1752,1655,57,2144,2025,79,VX,413,N642VA,JFK,LAX,359,2475,16,55,2013-12-18T21:00:00Z,2
2013,12,18,1813,1816,-3,1948,2008,-20,UA,1053,N27722,EWR,CLE,68,404,18,16,2013-12-18T23:00:00Z,2
2013,12,18,1841,1835,6,2041,2058,-17,9E,2911,N921XJ,JFK,CVG,98,589,18,35,2013-12-18T23:00:00Z,2
2013,12,18,1856,1851,5,2138,2200,-22,UA,1128,N23707,LGA,IAH,192,1416,18,51,2013-12-18T23:00:00Z,2
2013,12,18,1910,1900,10,2028,2047,-19,9E,2943,N8982A,JFK,RIC,49,288,19,0,2013-12-19T00:00:00Z,2
2013,12,18,1930,1935,-5,2215,2248,-33,DL,1435,N338NB,LGA,TPA,139,1010,19,35,2013-12-19T00:00:00Z,2
2013,12,18,1937,1830,67,2235,2154,41,DL,438,N3758Y,JFK,SAN,338,2446,18,30,2013-12-18T23:00:00Z,2
2013,12,18,1955,1932,23,2318,2305,13,B6,161,N594JB,JFK,SMF,360,2521,19,32,2013-12-19T00:00:00Z,2
2013,12,18,2007,2000,7,2110,2119,-9,US,2195,N709UW,LGA,DCA,39,214,20,0,2013-12-19T01:00:00Z,2
2013,12,18,2050,2050,0,2218,2208,10,DL,2599,N909DL,JFK,BOS,39,187,20,50,2013-12-19T01:00:00Z,2
2013,12,18,2111,2045,26,2349,2346,3,UA,471,N819UA,EWR,TPA,136,997,20,45,2013-12-19T01:00:00Z,2
2013,12,18,2126,2130,-4,2239,2245,-6,MQ,3621,N806MQ,JFK,DCA,40,213,21,30,2013-12-19T02:00:00Z,2
2013,12,18,2230,2159,31,53,45,8,B6,1183,N558JB,JFK,MCO,128,944,21,59,2013-12-19T02:00:00Z,2
2013,12,18,2311,2227,44,12,2336,36,UA,1066,N11206,EWR,BOS,40,200,22,27,2013-12-19T03:00:00Z,2
2013,12,18,NA,600,NA,NA,717,NA,EV,5716,N830AS,JFK,IAD,NA,228,6,0,2013-12-18T11:00:00Z,2
2013,12,19,41,2359,42,457,445,12,B6,745,N571JB,JFK,PSE,185,1617,23,59,2013-12-20T04:00:00Z,2
2013,12,19,558,600,-2,830,846,-16,B6,583,N805JB,JFK,MCO,132,944,6,0,2013-12-19T11:00:00Z,2
2013,12,19,600,600,0,900,915,-15,AA,1103,N3KYAA,LGA,DFW,206,1389,6,0,2013-12-19T11:00:00Z,2
2013,12,19,609,611,-2,1037,1055,-18,B6,1403,N587JB,JFK,SJU,189,1598,6,11,2013-12-19T11:00:00Z,2
2013,12,19,615,620,-5,824,830,-6,9E,3399,N295PQ,EWR,MSP,167,1008,6,20,2013-12-19T11:00:00Z,2
2013,12,19,629,630,-1,909,900,9,DL,575,N979AT,EWR,ATL,107,746,6,30,2013-12-19T11:00:00Z,2
2013,12,19,629,630,-1,822,842,-20,US,2085,N174US,LGA,CLT,85,544,6,30,2013-12-19T11:00:00Z,2
2013,12,19,629,630,-1,908,940,-32,UA,305,N443UA,LGA,IAH,196,1416,6,30,2013-12-19T11:00:00Z,2
2013,12,19,653,700,-7,824,859,-35,EV,5603,N718EV,LGA,CLE,73,419,7,0,2013-12-19T12:00:00Z,2
